"Scenario","Replicate","Variable","Time","Resistance","Resistance2","Recovery","value","variable","ESLab","Scen_lab","Scen_lab2"
"Scenario 5",1,"Nitrogen_stock_M",9,0.977526380442393,1.0000992573998,0.252192962619877,601.063453466493,"Nitrogen_stock_M","Nitrogen stock",80,"Pulse"
"Scenario 6",1,"Nitrogen_stock_M",13,0.963206623691582,1.00143955209939,0.134977387816803,601.46592488059,"Nitrogen_stock_M","Nitrogen stock",100,"Pulse"
"Scenario 7",1,"Nitrogen_stock_M",6,1,1.03892935350723,-0.114206534268662,612.509183673469,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse + Press"
"Scenario 8",1,"Nitrogen_stock_M",6,1,1.02833942981052,-0.153801389247672,609.431111593574,"Nitrogen_stock_M","Nitrogen stock",20,"Pulse + Press"
"Scenario 9",1,"Nitrogen_stock_M",6,1,1.00849790513395,-0.654620667572308,603.576584889275,"Nitrogen_stock_M","Nitrogen stock",40,"Pulse + Press"
"Scenario 1",2,"Nitrogen_stock_M",6,1,1.03921147337597,-0.118532132453536,612.590747575626,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse"
"Scenario 10",2,"Nitrogen_stock_M",7,0.989970504701516,1.00257081237238,0.841763874330737,601.805206976408,"Nitrogen_stock_M","Nitrogen stock",60,"Pulse + Press"
"Scenario 11",2,"Nitrogen_stock_M",10,0.977985702640007,1.00542629632466,0.328483185214543,602.659907367202,"Nitrogen_stock_M","Nitrogen stock",80,"Pulse + Press"
"Scenario 12",2,"Nitrogen_stock_M",14,0.963182097640498,1.00383406488835,0.136358801236586,602.183622810826,"Nitrogen_stock_M","Nitrogen stock",100,"Pulse + Press"
"Scenario 2",2,"Nitrogen_stock_M",6,1,1.02502002552366,-0.178266944125225,608.459664929802,"Nitrogen_stock_M","Nitrogen stock",20,"Pulse"
"Scenario 3",2,"Nitrogen_stock_M",6,1,1.0164219851154,-0.274571084262413,605.928517151541,"Nitrogen_stock_M","Nitrogen stock",40,"Pulse"
"Scenario 4",2,"Nitrogen_stock_M",7,0.993277812478455,1.00640752731867,18.3512872287524,602.953046750615,"Nitrogen_stock_M","Nitrogen stock",60,"Pulse"
"Scenario 5",2,"Nitrogen_stock_M",9,0.977865853256293,1.00060557161903,0.263900062646792,601.215555796787,"Nitrogen_stock_M","Nitrogen stock",80,"Pulse"
"Scenario 6",2,"Nitrogen_stock_M",13,0.963221543812415,1.00142745783901,0.134894558932219,601.462295556521,"Nitrogen_stock_M","Nitrogen stock",100,"Pulse"
"Scenario 7",2,"Nitrogen_stock_M",6,1,1.03901689355333,-0.115815175273177,612.534494861775,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse + Press"
"Scenario 8",2,"Nitrogen_stock_M",6,1,1.02323165725038,-0.187739699816544,607.934965262701,"Nitrogen_stock_M","Nitrogen stock",20,"Pulse + Press"
"Scenario 9",2,"Nitrogen_stock_M",6,1,1.01356126684692,-0.360670672375237,605.081567520625,"Nitrogen_stock_M","Nitrogen stock",40,"Pulse + Press"
"Scenario 1",3,"Nitrogen_stock_M",6,1,1.03921428983669,-0.118262189278067,612.591561731075,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse"
"Scenario 10",3,"Nitrogen_stock_M",7,0.988583334640288,1.00018734861579,0.516585487538635,601.089922564771,"Nitrogen_stock_M","Nitrogen stock",60,"Pulse + Press"
"Scenario 11",3,"Nitrogen_stock_M",9,0.978698515843166,1.00020864099958,0.254892070080359,601.096320017369,"Nitrogen_stock_M","Nitrogen stock",80,"Pulse + Press"
"Scenario 12",3,"Nitrogen_stock_M",14,0.963169800040441,1.00378784515596,0.136011539611744,602.169785786655,"Nitrogen_stock_M","Nitrogen stock",100,"Pulse + Press"
"Scenario 2",3,"Nitrogen_stock_M",6,1,1.02233884178982,-0.204131188940776,607.67266970618,"Nitrogen_stock_M","Nitrogen stock",20,"Pulse"
"Scenario 3",3,"Nitrogen_stock_M",6,1,1.00959190083241,-0.561865342544089,603.902395426256,"Nitrogen_stock_M","Nitrogen stock",40,"Pulse"
"Scenario 4",3,"Nitrogen_stock_M",7,0.988288379769501,1.00032373369944,0.528252025471085,601.130898103922,"Nitrogen_stock_M","Nitrogen stock",60,"Pulse"
"Scenario 5",3,"Nitrogen_stock_M",10,0.976629274909147,1.00522916550358,0.313187169974517,602.600980605008,"Nitrogen_stock_M","Nitrogen stock",80,"Pulse"
"Scenario 6",3,"Nitrogen_stock_M",13,0.963169892851939,1.00141687095937,0.134803769535163,601.459118541033,"Nitrogen_stock_M","Nitrogen stock",100,"Pulse"
"Scenario 7",3,"Nitrogen_stock_M",6,1,1.0390437390048,-0.116974454129333,612.542256477059,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse + Press"
"Scenario 8",3,"Nitrogen_stock_M",6,1,1.02993334857785,-0.149320906015438,609.896453900709,"Nitrogen_stock_M","Nitrogen stock",20,"Pulse + Press"
"Scenario 9",3,"Nitrogen_stock_M",6,1,1.00908331272915,-0.593955853277118,603.750973368071,"Nitrogen_stock_M","Nitrogen stock",40,"Pulse + Press"
"Scenario 1",1,"Timber_M",6,1,1.08659481100717,-0.139877530567358,363.137622955325,"Timber_M","Timber volume",0,"Pulse"
"Scenario 10",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",60,"Pulse + Press"
"Scenario 11",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse + Press"
"Scenario 12",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse + Press"
"Scenario 2",1,"Timber_M",24,0.699584241506816,1.00000004745782,0.05263159307841,348.66773246304,"Timber_M","Timber volume",20,"Pulse"
"Scenario 3",1,"Timber_M",71,0.418529175486149,1.00518546515298,0.0153439032099176,349.56938858177,"Timber_M","Timber volume",40,"Pulse"
"Scenario 4",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",60,"Pulse"
"Scenario 5",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse"
"Scenario 6",1,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse"
"Scenario 7",1,"Timber_M",6,1,1.08410963376617,-0.126442452168623,362.739111851936,"Timber_M","Timber volume",0,"Pulse + Press"
"Scenario 8",1,"Timber_M",18,0.789510551978934,1.00717666733518,0.0817462646944356,349.914386881339,"Timber_M","Timber volume",20,"Pulse + Press"
"Scenario 9",1,"Timber_M",89,0.432052091268491,1.00005439396018,0.011906394729889,348.677206640795,"Timber_M","Timber volume",40,"Pulse + Press"
"Scenario 1",2,"Timber_M",6,1,1.08657814129216,-0.139846488490963,363.134953042131,"Timber_M","Timber volume",0,"Pulse"
"Scenario 10",2,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",60,"Pulse + Press"
"Scenario 11",2,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse + Press"
"Scenario 12",2,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse + Press"
"Scenario 2",2,"Timber_M",23,0.717711768013051,1.00924573936375,0.0587563483898777,350.27215257739,"Timber_M","Timber volume",20,"Pulse"
"Scenario 3",2,"Timber_M",41,0.556233867998424,1.00817321406409,0.0285821984326431,350.086792986532,"Timber_M","Timber volume",40,"Pulse"
"Scenario 4",2,"Timber_M",94,0.30958174805691,1.01251430106302,0.0115041686568131,350.835824495288,"Timber_M","Timber volume",60,"Pulse"
"Scenario 5",2,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse"
"Scenario 6",2,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse"
"Scenario 7",2,"Timber_M",6,1,1.08504807433945,-0.131739282561517,362.889707313849,"Timber_M","Timber volume",0,"Pulse + Press"
"Scenario 8",2,"Timber_M",28,0.681319159449391,1.00094178317694,0.0436947283297682,348.831831611223,"Timber_M","Timber volume",20,"Pulse + Press"
"Scenario 9",2,"Timber_M",55,0.501813425700401,1.0074748230738,0.0204540850000098,349.965986822723,"Timber_M","Timber volume",40,"Pulse + Press"
"Scenario 1",3,"Timber_M",6,1,1.08660987860943,-0.140073706941475,363.140036228625,"Timber_M","Timber volume",0,"Pulse"
"Scenario 10",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",60,"Pulse + Press"
"Scenario 11",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse + Press"
"Scenario 12",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse + Press"
"Scenario 2",3,"Timber_M",29,0.659439445994187,1.01282918917486,0.044337703473832,350.89003108813,"Timber_M","Timber volume",20,"Pulse"
"Scenario 3",3,"Timber_M",64,0.446296486863339,1.01067290773684,0.017425762392084,350.518496852145,"Timber_M","Timber volume",40,"Pulse"
"Scenario 4",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",60,"Pulse"
"Scenario 5",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",80,"Pulse"
"Scenario 6",3,"Timber_M",100,NA,NA,NA,NA,"Timber_M","Timber volume",100,"Pulse"
"Scenario 7",3,"Timber_M",6,1,1.08488241735272,-0.130477510340895,362.863133501712,"Timber_M","Timber volume",0,"Pulse + Press"
"Scenario 8",3,"Timber_M",16,0.82161410603676,1.01446877842194,0.105299931786707,351.172005267613,"Timber_M","Timber volume",20,"Pulse + Press"
"Scenario 9",3,"Timber_M",85,0.442215465624737,1.00046449374986,0.0125150180493679,348.748682376582,"Timber_M","Timber volume",40,"Pulse + Press"
"Scenario 1",1,"Tree_richness_M",6,1,1.01334974704778,0,22.0120495006513,"Tree_richness_M","Tree species richness",0,"Pulse"
"Scenario 10",1,"Tree_richness_M",6,1,1.01090775988287,0.11429343420714,21.9856708640903,"Tree_richness_M","Tree species richness",60,"Pulse + Press"
"Scenario 11",1,"Tree_richness_M",6,1,1.01598259961603,-0.0875042560435199,22.0404182949776,"Tree_richness_M","Tree species richness",80,"Pulse + Press"
"Scenario 12",1,"Tree_richness_M",6,1,1.01078397609624,-0.215450965685638,21.9843320306846,"Tree_richness_M","Tree species richness",100,"Pulse + Press"
"Scenario 2",1,"Tree_richness_M",6,1,1.01419191414192,-0.00377180575200031,22.0211318569981,"Tree_richness_M","Tree species richness",20,"Pulse"
"Scenario 3",1,"Tree_richness_M",6,1,1.03661277874949,0,22.260167896946,"Tree_richness_M","Tree species richness",40,"Pulse"
"Scenario 4",1,"Tree_richness_M",6,1,1.00986778104634,-0.01487942534616,21.9744174265451,"Tree_richness_M","Tree species richness",60,"Pulse"
"Scenario 5",1,"Tree_richness_M",6,1,1.01380597325779,-0.00387690816573505,22.0169706180344,"Tree_richness_M","Tree species richness",80,"Pulse"
"Scenario 6",1,"Tree_richness_M",6,1,1.01324242974433,0,22.0108915906788,"Tree_richness_M","Tree species richness",100,"Pulse"
"Scenario 7",1,"Tree_richness_M",6,1,1.01592879910198,-0.000314234838103777,22.0398393399913,"Tree_richness_M","Tree species richness",0,"Pulse + Press"
"Scenario 8",1,"Tree_richness_M",6,1,1.03157367470912,0.0703751360982572,22.206904038211,"Tree_richness_M","Tree species richness",20,"Pulse + Press"
"Scenario 9",1,"Tree_richness_M",6,1,1.01166417560177,-0.151306062099539,21.9938486032711,"Tree_richness_M","Tree species richness",40,"Pulse + Press"
"Scenario 1",2,"Tree_richness_M",6,1,1.01172779400628,-0.108210128971633,21.9945361123173,"Tree_richness_M","Tree species richness",0,"Pulse"
"Scenario 10",2,"Tree_richness_M",6,1,1.0398541124131,0.00050791500890357,22.2942900564481,"Tree_richness_M","Tree species richness",60,"Pulse + Press"
"Scenario 11",2,"Tree_richness_M",6,1,1.00846501410004,0.118989968869191,21.959219858156,"Tree_richness_M","Tree species richness",80,"Pulse + Press"
"Scenario 12",2,"Tree_richness_M",6,1,1.02890337396279,0.0489919911627805,22.1785714285714,"Tree_richness_M","Tree species richness",100,"Pulse + Press"
"Scenario 2",2,"Tree_richness_M",6,1,1.0091895324443,0,21.967071935157,"Tree_richness_M","Tree species richness",20,"Pulse"
"Scenario 3",2,"Tree_richness_M",6,1,1.03451810828781,-0.00268935504371659,22.2380590534086,"Tree_richness_M","Tree species richness",40,"Pulse"
"Scenario 4",2,"Tree_richness_M",6,1,1.0073875507811,0,21.9475322043711,"Tree_richness_M","Tree species richness",60,"Pulse"
"Scenario 5",2,"Tree_richness_M",6,1,1.03853639942385,-0.0263228820411436,22.2804313214648,"Tree_richness_M","Tree species richness",80,"Pulse"
"Scenario 6",2,"Tree_richness_M",6,1,1.00904926229562,0,21.9655521783181,"Tree_richness_M","Tree species richness",100,"Pulse"
"Scenario 7",2,"Tree_richness_M",6,1,1.0121062392414,0.0579090555769586,21.9986249819077,"Tree_richness_M","Tree species richness",0,"Pulse + Press"
"Scenario 8",2,"Tree_richness_M",6,1,1.0117813705206,-0.0124445715919208,21.9951150673035,"Tree_richness_M","Tree species richness",20,"Pulse + Press"
"Scenario 9",2,"Tree_richness_M",6,1,1.0442599715172,-0.0332872655479466,22.3404979012882,"Tree_richness_M","Tree species richness",40,"Pulse + Press"
"Scenario 1",3,"Tree_richness_M",6,1,1.04058078676346,-0.510368229232209,22.3019250253293,"Tree_richness_M","Tree species richness",0,"Pulse"
"Scenario 10",3,"Tree_richness_M",6,1,1.01294401364351,0.0739902299534814,22.0076711535678,"Tree_richness_M","Tree species richness",60,"Pulse + Press"
"Scenario 11",3,"Tree_richness_M",6,1,1.03611528995163,0.000559440559457114,22.2549211173831,"Tree_richness_M","Tree species richness",80,"Pulse + Press"
"Scenario 12",3,"Tree_richness_M",6,1,1.01082746596036,0.0957343337502852,21.9848024316109,"Tree_richness_M","Tree species richness",100,"Pulse + Press"
"Scenario 2",3,"Tree_richness_M",6,1,1.03638973647011,-0.00329818367633672,22.2578158923144,"Tree_richness_M","Tree species richness",20,"Pulse"
"Scenario 3",3,"Tree_richness_M",6,1,1.01547833250233,-0.0689853737190087,22.0349905919815,"Tree_richness_M","Tree species richness",40,"Pulse"
"Scenario 4",3,"Tree_richness_M",6,1,1.03612215021302,-0.00257165567864337,22.2549934867564,"Tree_richness_M","Tree species richness",60,"Pulse"
"Scenario 5",3,"Tree_richness_M",6,1,1.03665396112847,0,22.2606021131857,"Tree_richness_M","Tree species richness",80,"Pulse"
"Scenario 6",3,"Tree_richness_M",6,1,1.01358454354168,0,22.0145824287162,"Tree_richness_M","Tree species richness",100,"Pulse"
"Scenario 7",3,"Tree_richness_M",6,1,1.03852952288428,-0.003646588462759,22.2803589520915,"Tree_richness_M","Tree species richness",0,"Pulse + Press"
"Scenario 8",3,"Tree_richness_M",6,1,1.00626128758101,0.291776192264302,21.9353017802866,"Tree_richness_M","Tree species richness",20,"Pulse + Press"
"Scenario 9",3,"Tree_richness_M",6,1,1.01303453502219,0.00114869176783383,22.0086481401071,"Tree_richness_M","Tree species richness",40,"Pulse + Press"
