"Scenario","Replicate","Variable","Time","Resistance","Resistance2","Recovery","value","variable","ESLab","Scen_lab","Scen_lab2"
"Scenario 2",1,"Lichen_M",100,0.956689661239195,1,-0.0193169415231988,36.1997202590269,"Lichen_M","Lichen species 
richness",20,"Pulse"
"Scenario 3",1,"Lichen_M",100,0.877567362894934,1,-0.681249453872762,35.9340858636627,"Lichen_M","Lichen species 
richness",40,"Pulse"
"Scenario 4",1,"Lichen_M",100,0.795603820728539,1,0.0311455192451584,35.5660387982676,"Lichen_M","Lichen species 
richness",60,"Pulse"
"Scenario 5",1,"Lichen_M",100,0.741744429216328,1,0.0197071506819006,35.1856343627131,"Lichen_M","Lichen species 
richness",80,"Pulse"
"Scenario 6",1,"Lichen_M",100,0.661471633059909,1,0.0139757913081474,34.6354454315572,"Lichen_M","Lichen species 
richness",100,"Pulse"
"Scenario 7",1,"Lichen_M",100,1,1,-0.00824444893666039,35.9084763702119,"Lichen_M","Lichen species 
richness",0,"Pulse + Press"
"Scenario 8",1,"Lichen_M",100,0.971080622407398,1,-0.0186561788710137,35.4428569585207,"Lichen_M","Lichen species 
richness",20,"Pulse + Press"
"Scenario 9",1,"Lichen_M",100,0.884252270024924,1,0.0221011412636356,34.4033802629609,"Lichen_M","Lichen species 
richness",40,"Pulse + Press"
"Scenario 1",2,"Lichen_M",100,1,1,-0.00855024154477048,36.2979991584482,"Lichen_M","Lichen species 
richness",0,"Pulse"
"Scenario 10",2,"Lichen_M",100,0.817800661201941,0.992243622011454,0.00973913890419299,33.5385531101563,"Lichen_M","Lichen species 
richness",60,"Pulse + Press"
"Scenario 11",2,"Lichen_M",100,0.747445504588229,0.887665376252511,0.0043860846503955,31.6659646219748,"Lichen_M","Lichen species 
richness",80,"Pulse + Press"
"Scenario 12",2,"Lichen_M",100,0.661488371123834,0.804573364572345,0.00321977148063328,30.0233784121796,"Lichen_M","Lichen species 
richness",100,"Pulse + Press"
"Scenario 2",2,"Lichen_M",100,0.95972616501692,1,-0.0185969646321322,36.1665199794257,"Lichen_M","Lichen species 
richness",20,"Pulse"
"Scenario 3",2,"Lichen_M",100,0.916155878250829,1,-0.0437552547888785,36.0763066374583,"Lichen_M","Lichen species 
richness",40,"Pulse"
"Scenario 4",2,"Lichen_M",100,0.836148236130116,1,0.0623861051971158,35.8066709140453,"Lichen_M","Lichen species 
richness",60,"Pulse"
"Scenario 5",2,"Lichen_M",100,0.747337898292174,1,0.0207622754836967,35.2623762650312,"Lichen_M","Lichen species 
richness",80,"Pulse"
"Scenario 6",2,"Lichen_M",100,0.661511622831261,1,0.0140222550901925,34.6464631142323,"Lichen_M","Lichen species 
richness",100,"Pulse"
"Scenario 7",2,"Lichen_M",100,1,1,-0.00823939556673823,35.9040243972921,"Lichen_M","Lichen species 
richness",0,"Pulse + Press"
"Scenario 8",2,"Lichen_M",100,0.95470288647945,1,-0.0290549395088428,35.3364047038941,"Lichen_M","Lichen species 
richness",20,"Pulse + Press"
"Scenario 9",2,"Lichen_M",100,0.909274443097362,1,0.071708348302226,34.8599723745247,"Lichen_M","Lichen species 
richness",40,"Pulse + Press"
"Scenario 1",3,"Lichen_M",100,1,1,-0.00855217899837525,36.2978557013397,"Lichen_M","Lichen species 
richness",0,"Pulse"
"Scenario 10",3,"Lichen_M",100,0.808232564974096,0.946685032406522,0.00620541926793118,32.7475092066552,"Lichen_M","Lichen species 
richness",60,"Pulse + Press"
"Scenario 11",3,"Lichen_M",100,0.751010312144109,0.894385272414274,0.00459694157439295,31.7925074964372,"Lichen_M","Lichen species 
richness",80,"Pulse + Press"
"Scenario 12",3,"Lichen_M",100,0.661491799766062,0.803566932287048,0.00319252232865432,30.0025552728559,"Lichen_M","Lichen species 
richness",100,"Pulse + Press"
"Scenario 2",3,"Lichen_M",100,0.948902832723087,1,-0.0223197379472717,36.1282419378944,"Lichen_M","Lichen species 
richness",20,"Pulse"
"Scenario 3",3,"Lichen_M",100,0.889347044380485,1,-0.121167587417621,36.0167746685129,"Lichen_M","Lichen species 
richness",40,"Pulse"
"Scenario 4",3,"Lichen_M",100,0.804644505838066,1,0.0308300607865741,35.4590331796013,"Lichen_M","Lichen species 
richness",60,"Pulse"
"Scenario 5",3,"Lichen_M",100,0.738318006919556,1,0.0208819209293032,35.3407870131449,"Lichen_M","Lichen species 
richness",80,"Pulse"
"Scenario 6",3,"Lichen_M",100,0.661493130294101,1,0.0139787632090875,34.636086412212,"Lichen_M","Lichen species 
richness",100,"Pulse"
"Scenario 7",3,"Lichen_M",100,1,1,-0.00824446442365004,35.9084696806015,"Lichen_M","Lichen species 
richness",0,"Pulse + Press"
"Scenario 8",3,"Lichen_M",100,0.97996827684206,1,-0.0152000760946618,35.5446806151399,"Lichen_M","Lichen species 
richness",20,"Pulse + Press"
"Scenario 9",3,"Lichen_M",100,0.889273368370354,1,0.0285536153057468,34.5799137320976,"Lichen_M","Lichen species 
richness",40,"Pulse + Press"
"Scenario 1",1,"Aesthetic_M",100,1,1,-0.0090889883661186,4.38977701361014,"Aesthetic_M","Aesthetic value",0,"Pulse"
"Scenario 10",1,"Aesthetic_M",100,0.886462575346772,0.978425042676805,0.00729688992458708,4.07251286823771,"Aesthetic_M","Aesthetic value",60,"Pulse + Press"
"Scenario 11",1,"Aesthetic_M",100,0.862450040366739,0.939496846282276,0.00427457509408145,3.98896985983677,"Aesthetic_M","Aesthetic value",80,"Pulse + Press"
"Scenario 12",1,"Aesthetic_M",100,0.814636715386765,0.890353795520907,0.00290158392839572,3.87859136990495,"Aesthetic_M","Aesthetic value",100,"Pulse + Press"
"Scenario 2",1,"Aesthetic_M",100,0.971653794224727,1,-0.0173778016204963,4.35849992737837,"Aesthetic_M","Aesthetic value",20,"Pulse"
"Scenario 3",1,"Aesthetic_M",100,0.927516238363066,1,-0.0910327110749909,4.31273762631635,"Aesthetic_M","Aesthetic value",40,"Pulse"
"Scenario 4",1,"Aesthetic_M",100,0.884910437776043,1,0.0425609207122164,4.26911842996362,"Aesthetic_M","Aesthetic value",60,"Pulse"
"Scenario 5",1,"Aesthetic_M",100,0.857481556521644,1,0.0231389678598219,4.23577109177225,"Aesthetic_M","Aesthetic value",80,"Pulse"
"Scenario 6",1,"Aesthetic_M",100,0.814633708847606,1,0.0144473014106405,4.18344964768438,"Aesthetic_M","Aesthetic value",100,"Pulse"
"Scenario 7",1,"Aesthetic_M",100,1,1,-0.00873050502608582,4.33160151418414,"Aesthetic_M","Aesthetic value",0,"Pulse + Press"
"Scenario 8",1,"Aesthetic_M",100,0.981870171654201,1,-0.0171566016852363,4.27467531730105,"Aesthetic_M","Aesthetic value",20,"Pulse + Press"
"Scenario 9",1,"Aesthetic_M",100,0.930592897859717,1,0.0211638100085069,4.16710192879818,"Aesthetic_M","Aesthetic value",40,"Pulse + Press"
"Scenario 1",2,"Aesthetic_M",100,1,1,-0.0090877332838752,4.38979833602385,"Aesthetic_M","Aesthetic value",0,"Pulse"
"Scenario 10",2,"Aesthetic_M",100,0.895835292255461,0.990622628153701,0.00886384643748964,4.09801754589357,"Aesthetic_M","Aesthetic value",60,"Pulse + Press"
"Scenario 11",2,"Aesthetic_M",100,0.859622590522805,0.935609091365336,0.00408655192599221,3.98044187038943,"Aesthetic_M","Aesthetic value",80,"Pulse + Press"
"Scenario 12",2,"Aesthetic_M",100,0.814642638021897,0.890595597252546,0.00291276786349047,3.87914851995887,"Aesthetic_M","Aesthetic value",100,"Pulse + Press"
"Scenario 2",2,"Aesthetic_M",100,0.973790879898189,1,-0.0167965567694199,4.35565553534709,"Aesthetic_M","Aesthetic value",20,"Pulse"
"Scenario 3",2,"Aesthetic_M",100,0.950216639323097,1,-0.0292873592615022,4.34046319058474,"Aesthetic_M","Aesthetic value",40,"Pulse"
"Scenario 4",2,"Aesthetic_M",100,0.905237897612352,1,0.137914364277855,4.29315986425054,"Aesthetic_M","Aesthetic value",60,"Pulse"
"Scenario 5",2,"Aesthetic_M",100,0.859547142871237,1,0.0242504793786428,4.24014190879505,"Aesthetic_M","Aesthetic value",80,"Pulse"
"Scenario 6",2,"Aesthetic_M",100,0.814654998692563,1,0.0144888796194525,4.18403053664228,"Aesthetic_M","Aesthetic value",100,"Pulse"
"Scenario 7",2,"Aesthetic_M",100,1,1,-0.00872791784706874,4.33131874465568,"Aesthetic_M","Aesthetic value",0,"Pulse + Press"
"Scenario 8",2,"Aesthetic_M",100,0.969577145950044,1,-0.0285108826192408,4.25546175132236,"Aesthetic_M","Aesthetic value",20,"Pulse + Press"
"Scenario 9",2,"Aesthetic_M",100,0.943297785091035,1,0.0626492893272116,4.20298897146842,"Aesthetic_M","Aesthetic value",40,"Pulse + Press"
"Scenario 1",3,"Aesthetic_M",100,1,1,-0.00908771476388495,4.38954776626466,"Aesthetic_M","Aesthetic value",0,"Pulse"
"Scenario 10",3,"Aesthetic_M",100,0.891356188056295,0.968572970754217,0.00594782029938662,4.05168182783647,"Aesthetic_M","Aesthetic value",60,"Pulse + Press"
"Scenario 11",3,"Aesthetic_M",100,0.861730090295985,0.938341426738113,0.00421328453081138,3.98643896057001,"Aesthetic_M","Aesthetic value",80,"Pulse + Press"
"Scenario 12",3,"Aesthetic_M",100,0.814644441721838,0.89004713992868,0.00288698307914292,3.87788458109466,"Aesthetic_M","Aesthetic value",100,"Pulse + Press"
"Scenario 2",3,"Aesthetic_M",100,0.966494544283566,1,-0.0196873793866616,4.34878278548818,"Aesthetic_M","Aesthetic value",20,"Pulse"
"Scenario 3",3,"Aesthetic_M",100,0.933269449673384,1,-0.0589900232022556,4.32127143299434,"Aesthetic_M","Aesthetic value",40,"Pulse"
"Scenario 4",3,"Aesthetic_M",100,0.889947265086943,1,0.0448272315205678,4.26598538958539,"Aesthetic_M","Aesthetic value",60,"Pulse"
"Scenario 5",3,"Aesthetic_M",100,0.855405631400245,1,0.0245952999574753,4.24594989415963,"Aesthetic_M","Aesthetic value",80,"Pulse"
"Scenario 6",3,"Aesthetic_M",100,0.814645183429724,1,0.0144236634820684,4.18310924946959,"Aesthetic_M","Aesthetic value",100,"Pulse"
"Scenario 7",3,"Aesthetic_M",100,1,1,-0.00873165202354762,4.33167524164424,"Aesthetic_M","Aesthetic value",0,"Pulse + Press"
"Scenario 8",3,"Aesthetic_M",100,0.986006518117547,1,-0.0150105241478027,4.28262932918333,"Aesthetic_M","Aesthetic value",20,"Pulse + Press"
"Scenario 9",3,"Aesthetic_M",100,0.932837953662688,1,0.0247538384148958,4.17511055762251,"Aesthetic_M","Aesthetic value",40,"Pulse + Press"
"Scenario 1",1,"Recreation_M",100,1,1,-0.00886186077203146,4.67051544277174,"Recreation_M","Recreation value",0,"Pulse"
"Scenario 10",1,"Recreation_M",100,0.756001227758161,0.957023671287564,0.00765320233648923,4.06993351783614,"Recreation_M","Recreation value",60,"Pulse + Press"
"Scenario 11",1,"Recreation_M",100,0.703710408526781,0.869278415401766,0.00448857095818463,3.87030881214845,"Recreation_M","Recreation value",80,"Pulse + Press"
"Scenario 12",1,"Recreation_M",100,0.602831780242427,0.762246309060528,0.00310465722382516,3.59989169077856,"Recreation_M","Recreation value",100,"Pulse + Press"
"Scenario 2",1,"Recreation_M",100,0.942274931006485,1,-0.0181766216143741,4.62533121235107,"Recreation_M","Recreation value",20,"Pulse"
"Scenario 3",1,"Recreation_M",100,0.84656262733579,1,-0.170417334372419,4.55262275220029,"Recreation_M","Recreation value",40,"Pulse"
"Scenario 4",1,"Recreation_M",100,0.752081345674101,1,0.0347109765772229,4.47611210270546,"Recreation_M","Recreation value",60,"Pulse"
"Scenario 5",1,"Recreation_M",100,0.691594844446567,1,0.0207920352501811,4.4099994405263,"Recreation_M","Recreation value",80,"Pulse"
"Scenario 6",1,"Recreation_M",100,0.602825672117551,1,0.0140842034780906,4.31038854622979,"Recreation_M","Recreation value",100,"Pulse"
"Scenario 7",1,"Recreation_M",100,1,1,-0.00851226619865831,4.57483587621804,"Recreation_M","Recreation value",0,"Pulse + Press"
"Scenario 8",1,"Recreation_M",100,0.961732133911304,1,-0.0178924269594631,4.47449464585456,"Recreation_M","Recreation value",20,"Pulse + Press"
"Scenario 9",1,"Recreation_M",100,0.854443284423231,1,0.0215699275786016,4.27370069004955,"Recreation_M","Recreation value",40,"Pulse + Press"
"Scenario 1",2,"Recreation_M",100,1,1,-0.0088603518063162,4.67052420708619,"Recreation_M","Recreation value",0,"Pulse"
"Scenario 10",2,"Recreation_M",100,0.777233773332083,0.985605220948186,0.00937526401516388,4.13114846813417,"Recreation_M","Recreation value",60,"Pulse + Press"
"Scenario 11",2,"Recreation_M",100,0.697675817982936,0.860118783631919,0.00427571359702313,3.84838459680137,"Recreation_M","Recreation value",80,"Pulse + Press"
"Scenario 12",2,"Recreation_M",100,0.60284397240464,0.762786943398418,0.00311688190679136,3.60134012209219,"Recreation_M","Recreation value",100,"Pulse + Press"
"Scenario 2",2,"Recreation_M",100,0.946359237640078,1,-0.0175449981560941,4.61999621929234,"Recreation_M","Recreation value",20,"Pulse"
"Scenario 3",2,"Recreation_M",100,0.893507385108575,1,-0.0350829944886397,4.59599363306872,"Recreation_M","Recreation value",40,"Pulse"
"Scenario 4",2,"Recreation_M",100,0.798230751591902,1,0.0812905905421671,4.52117463904102,"Recreation_M","Recreation value",60,"Pulse"
"Scenario 5",2,"Recreation_M",100,0.697484933651971,1,0.0218574592922914,4.42080468012175,"Recreation_M","Recreation value",80,"Pulse"
"Scenario 6",2,"Recreation_M",100,0.602869095450719,1,0.0141274737606678,4.31191616382211,"Recreation_M","Recreation value",100,"Pulse"
"Scenario 7",2,"Recreation_M",100,1,1,-0.00850889570742695,4.5742304254874,"Recreation_M","Recreation value",0,"Pulse + Press"
"Scenario 8",2,"Recreation_M",100,0.938909053591351,1,-0.0288239668698175,4.44328604409904,"Recreation_M","Recreation value",20,"Pulse + Press"
"Scenario 9",2,"Recreation_M",100,0.883399537920446,1,0.0664379651024625,4.3484712899995,"Recreation_M","Recreation value",40,"Pulse + Press"
"Scenario 1",3,"Recreation_M",100,1,1,-0.00886094159314971,4.67018926626537,"Recreation_M","Recreation value",0,"Pulse"
"Scenario 10",3,"Recreation_M",100,0.766599305213293,0.931434674218142,0.00606760386425155,4.01359078916911,"Recreation_M","Recreation value",60,"Pulse + Press"
"Scenario 11",3,"Recreation_M",100,0.701596668436953,0.867519158266735,0.00446287481515928,3.86611459435804,"Recreation_M","Recreation value",80,"Pulse + Press"
"Scenario 12",3,"Recreation_M",100,0.602847514196002,0.761622254707292,0.00309011480742383,3.59821866076066,"Recreation_M","Recreation value",100,"Pulse + Press"
"Scenario 2",3,"Recreation_M",100,0.93189765581775,1,-0.0208028021119832,4.60852690733811,"Recreation_M","Recreation value",20,"Pulse"
"Scenario 3",3,"Recreation_M",100,0.860307405142214,1,-0.0801890377156962,4.56822750648802,"Recreation_M","Recreation value",40,"Pulse"
"Scenario 4",3,"Recreation_M",100,0.762753647812498,1,0.035373604152038,4.46449981537023,"Recreation_M","Recreation value",60,"Pulse"
"Scenario 5",3,"Recreation_M",100,0.687453248448002,1,0.0220333202576277,4.43370968475017,"Recreation_M","Recreation value",80,"Pulse"
"Scenario 6",3,"Recreation_M",100,0.602849186858822,1,0.0140765463905618,4.31010302421309,"Recreation_M","Recreation value",100,"Pulse"
"Scenario 7",3,"Recreation_M",100,1,1,-0.0085131114667245,4.57495930401096,"Recreation_M","Recreation value",0,"Pulse + Press"
"Scenario 8",3,"Recreation_M",100,0.97209884685694,1,-0.0151102395860873,4.49058189714573,"Recreation_M","Recreation value",20,"Pulse + Press"
"Scenario 9",3,"Recreation_M",100,0.859952451305962,1,0.0267860374272549,4.29785776893879,"Recreation_M","Recreation value",40,"Pulse + Press"
"Scenario 1",1,"Fungi_val_M",100,1,1,-0.00944518246666769,1.30438181098002,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse"
"Scenario 10",1,"Fungi_val_M",100,0.454866355451472,0.831146212030133,0.00636852984317199,0.714824312762363,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse + Press"
"Scenario 11",1,"Fungi_val_M",100,0.396797202095025,0.654226591733539,0.00365986733983029,0.622842304735435,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse + Press"
"Scenario 12",1,"Fungi_val_M",100,0.305291149113027,0.480223435362685,0.0021577333863582,0.510929504891001,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse + Press"
"Scenario 2",1,"Fungi_val_M",100,0.793052103111853,1,-0.0161119919609563,1.22086030017738,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse"
"Scenario 3",1,"Fungi_val_M",100,0.586968268427911,1,-0.046367726673278,1.11275612319125,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse"
"Scenario 4",1,"Fungi_val_M",100,0.4532757236565,1,0.0926078176543797,1.02319970228703,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse"
"Scenario 5",1,"Fungi_val_M",100,0.392136273117714,1,0.0334814645970687,0.966780675898763,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse"
"Scenario 6",1,"Fungi_val_M",100,0.305287052989307,1,0.015884970962277,0.872466993766191,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse"
"Scenario 7",1,"Fungi_val_M",100,1,1,-0.00910039979211244,1.17304764288266,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse + Press"
"Scenario 8",1,"Fungi_val_M",100,0.869565745760031,1,-0.015973416138857,1.05470026440644,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse + Press"
"Scenario 9",1,"Fungi_val_M",100,0.593030210846924,1,0.0202749698705033,0.851104485437361,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse + Press"
"Scenario 1",2,"Fungi_val_M",100,1,1,-0.00944432735837231,1.30449781488407,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse"
"Scenario 10",2,"Fungi_val_M",100,0.478525411180566,0.893958416306334,0.00764215319356827,0.743347331057865,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse + Press"
"Scenario 11",2,"Fungi_val_M",100,0.389782630012173,0.641667040668505,0.00353574151716475,0.615558824474923,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse + Press"
"Scenario 12",2,"Fungi_val_M",100,0.305302391372693,0.480861051288252,0.00216596728097906,0.511387607196703,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse + Press"
"Scenario 2",2,"Fungi_val_M",100,0.808295830225351,1,-0.0156179009380133,1.21608218848004,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse"
"Scenario 3",2,"Fungi_val_M",100,0.695273218134446,1,-0.0223774191217085,1.18041698950723,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse"
"Scenario 4",2,"Fungi_val_M",100,0.504818066051553,1,-0.263941302160338,1.06807856140869,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse"
"Scenario 5",2,"Fungi_val_M",100,0.389089252487314,1,0.0342362841330588,0.970868667400468,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse"
"Scenario 6",2,"Fungi_val_M",100,0.305321776836981,1,0.0159200345245897,0.872903363857778,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse"
"Scenario 7",2,"Fungi_val_M",100,1,1,-0.00909928099444487,1.17270605100523,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse + Press"
"Scenario 8",2,"Fungi_val_M",100,0.77547306987118,1,-0.0276957076742214,1.00911613053214,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse + Press"
"Scenario 9",2,"Fungi_val_M",100,0.638430507393678,1,0.0552326062916,0.905574176304221,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse + Press"
"Scenario 1",3,"Fungi_val_M",100,1,1,-0.00944347314373726,1.30375277490772,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse"
"Scenario 10",3,"Fungi_val_M",100,0.472360002252961,0.802079589437823,0.0055877743245135,0.700952203866522,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse + Press"
"Scenario 11",3,"Fungi_val_M",100,0.395625056554306,0.643047815792411,0.00349312024793406,0.616365005516872,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse + Press"
"Scenario 12",3,"Fungi_val_M",100,0.305304278707999,0.479085268945968,0.0021426758897303,0.510110794716037,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse + Press"
"Scenario 2",3,"Fungi_val_M",100,0.761035557365254,1,-0.0178921899044142,1.19968189755129,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse"
"Scenario 3",3,"Fungi_val_M",100,0.602801693268899,1,-0.0385729806514311,1.12905006117008,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse"
"Scenario 4",3,"Fungi_val_M",100,0.470834895716289,1,0.124378375177856,1.02652239328547,"Fungi_val_M","Commercially valuable 
fungi richness",60,"Pulse"
"Scenario 5",3,"Fungi_val_M",100,0.384246676862897,1,0.0359796798613152,0.979145210826933,"Fungi_val_M","Commercially valuable 
fungi richness",80,"Pulse"
"Scenario 6",3,"Fungi_val_M",100,0.305306890328019,1,0.0157954910770488,0.871327682793054,"Fungi_val_M","Commercially valuable 
fungi richness",100,"Pulse"
"Scenario 7",3,"Fungi_val_M",100,1,1,-0.00910219213226201,1.17326398005031,"Fungi_val_M","Commercially valuable 
fungi richness",0,"Pulse + Press"
"Scenario 8",3,"Fungi_val_M",100,0.886492344169722,1,-0.014822781736827,1.06697033111045,"Fungi_val_M","Commercially valuable 
fungi richness",20,"Pulse + Press"
"Scenario 9",3,"Fungi_val_M",100,0.597514402008081,1,0.0209765998608168,0.853246258172503,"Fungi_val_M","Commercially valuable 
fungi richness",40,"Pulse + Press"
"Scenario 1",1,"Carbon_stock_M",100,1,1,-0.0097695372099835,401.022027970763,"Carbon_stock_M","Carbon stock",0,"Pulse"
"Scenario 10",1,"Carbon_stock_M",100,0.699560332006241,0.908999864751061,0.00605500729783499,249.185690584745,"Carbon_stock_M","Carbon stock",60,"Pulse + Press"
"Scenario 11",1,"Carbon_stock_M",100,0.648282796706102,0.701038253797063,0.00101794889261766,215.671527898393,"Carbon_stock_M","Carbon stock",80,"Pulse + Press"
"Scenario 12",1,"Carbon_stock_M",100,0.555059392039295,0.502905511525465,-0.000761576540031736,175.113608156028,"Carbon_stock_M","Carbon stock",100,"Pulse + Press"
"Scenario 2",1,"Carbon_stock_M",100,0.917989024051691,1,-0.0126502421886016,383.746010855406,"Carbon_stock_M","Carbon stock",20,"Pulse"
"Scenario 3",1,"Carbon_stock_M",100,0.797483122666482,1,-0.0194920449249744,360.362290418295,"Carbon_stock_M","Carbon stock",40,"Pulse"
"Scenario 4",1,"Carbon_stock_M",100,0.696960153719851,1,-0.0416223882343522,340.01993414387,"Carbon_stock_M","Carbon stock",60,"Pulse"
"Scenario 5",1,"Carbon_stock_M",100,0.639627860108474,1,-0.311625369258729,323.189439426835,"Carbon_stock_M","Carbon stock",80,"Pulse"
"Scenario 6",1,"Carbon_stock_M",100,0.555041392616781,1,0.0326991912086414,300.06432048777,"Carbon_stock_M","Carbon stock",100,"Pulse"
"Scenario 7",1,"Carbon_stock_M",100,1,1,-0.00955328634618419,369.014657946157,"Carbon_stock_M","Carbon stock",0,"Pulse + Press"
"Scenario 8",1,"Carbon_stock_M",100,0.951769134264352,1,-0.0123732569737773,341.827636090606,"Carbon_stock_M","Carbon stock",20,"Pulse + Press"
"Scenario 9",1,"Carbon_stock_M",100,0.804456492833304,1,-0.49838786788927,291.237473404255,"Carbon_stock_M","Carbon stock",40,"Pulse + Press"
"Scenario 1",2,"Carbon_stock_M",100,1,1,-0.00976878470976227,401.063450318425,"Carbon_stock_M","Carbon stock",0,"Pulse"
"Scenario 10",2,"Carbon_stock_M",100,0.720575171813797,0.989108478634161,0.00983965254309343,260.225969098278,"Carbon_stock_M","Carbon stock",60,"Pulse + Press"
"Scenario 11",2,"Carbon_stock_M",100,0.642382522118975,0.685640340997469,0.000813761179298204,212.861257960631,"Carbon_stock_M","Carbon stock",80,"Pulse + Press"
"Scenario 12",2,"Carbon_stock_M",100,0.555074991073256,0.503331467726161,-0.000755840440824369,175.212268743668,"Carbon_stock_M","Carbon stock",100,"Pulse + Press"
"Scenario 2",2,"Carbon_stock_M",100,0.925001558024199,1,-0.0124538542922902,383.195143399913,"Carbon_stock_M","Carbon stock",20,"Pulse"
"Scenario 3",2,"Carbon_stock_M",100,0.859949297889921,1,-0.0149345876725046,375.454128057606,"Carbon_stock_M","Carbon stock",40,"Pulse"
"Scenario 4",2,"Carbon_stock_M",100,0.741922654940111,1,-0.026766653954383,350.678806303372,"Carbon_stock_M","Carbon stock",60,"Pulse"
"Scenario 5",2,"Carbon_stock_M",100,0.642056374801135,1,-0.178459273781028,325.84679964539,"Carbon_stock_M","Carbon stock",80,"Pulse"
"Scenario 6",2,"Carbon_stock_M",100,0.555116145224838,1,0.0329306873515878,300.25023154581,"Carbon_stock_M","Carbon stock",100,"Pulse"
"Scenario 7",2,"Carbon_stock_M",100,1,1,-0.00955222747385274,368.921341330149,"Carbon_stock_M","Carbon stock",0,"Pulse + Press"
"Scenario 8",2,"Carbon_stock_M",100,0.911100819536689,1,-0.0149877321458197,331.26618884788,"Carbon_stock_M","Carbon stock",20,"Pulse + Press"
"Scenario 9",2,"Carbon_stock_M",100,0.836509693303042,1,-0.0329905615098684,306.781897742076,"Carbon_stock_M","Carbon stock",40,"Pulse + Press"
"Scenario 1",3,"Carbon_stock_M",100,1,1,-0.00976878858412792,400.9079647923,"Carbon_stock_M","Carbon stock",0,"Pulse"
"Scenario 10",3,"Carbon_stock_M",100,0.711564907863173,0.857401981114432,0.00393720418533652,241.570421298307,"Carbon_stock_M","Carbon stock",60,"Pulse + Press"
"Scenario 11",3,"Carbon_stock_M",100,0.646671890389765,0.700137024152745,0.00102841492642329,215.508447170357,"Carbon_stock_M","Carbon stock",80,"Pulse + Press"
"Scenario 12",3,"Carbon_stock_M",100,0.555082340657423,0.501787777733797,-0.000777576541352773,174.854450933565,"Carbon_stock_M","Carbon stock",100,"Pulse + Press"
"Scenario 2",3,"Carbon_stock_M",100,0.902676695242789,1,-0.0132253179452188,379.440258177739,"Carbon_stock_M","Carbon stock",20,"Pulse"
"Scenario 3",3,"Carbon_stock_M",100,0.810991420677827,1,-0.0181215244546845,364.662321139094,"Carbon_stock_M","Carbon stock",40,"Pulse"
"Scenario 4",3,"Carbon_stock_M",100,0.70845207369668,1,-0.0416621214062636,336.502621761471,"Carbon_stock_M","Carbon stock",60,"Pulse"
"Scenario 5",3,"Carbon_stock_M",100,0.634733850534706,1,-0.150144077373105,328.939748769721,"Carbon_stock_M","Carbon stock",80,"Pulse"
"Scenario 6",3,"Carbon_stock_M",100,0.555088835517731,1,0.0324516973511977,299.849093465046,"Carbon_stock_M","Carbon stock",100,"Pulse"
"Scenario 7",3,"Carbon_stock_M",100,1,1,-0.00955414208394373,369.053697170358,"Carbon_stock_M","Carbon stock",0,"Pulse + Press"
"Scenario 8",3,"Carbon_stock_M",100,0.962727570800404,1,-0.0118590753552703,345.118194130844,"Carbon_stock_M","Carbon stock",20,"Pulse + Press"
"Scenario 9",3,"Carbon_stock_M",100,0.809325953056996,1,-0.106577227434455,295.277215009408,"Carbon_stock_M","Carbon stock",40,"Pulse + Press"
"Scenario 1",1,"Nitrogen_stock_M",100,1,1,-0.00980056590393277,856.00227601679,"Nitrogen_stock_M","Nitrogen stock",0,"Pulse"
"Scenario 10",1,"Nitrogen_stock_M",100,0.986741318914943,1,-0.0112734454874317,718.068019973947,"Nitrogen_stock_M","Nitrogen stock",60,"Pulse + Press"
